entry,at,order
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (158.75) | #2 ""Kid @ j_PUrV83DE"" (396.76) | #4 ""OSig @ mX91O12t5W"" (238.73) | #7 ""AKos @ XdEkuctLKf"" (274.18) | #9 ""AP @ mdgN-8uIsM"" (250.68)",2023-05-19T05:22:56.782Z,168447377678201
"-- starting hand #303 (id: bzjvaypuvvm6)  (No Limit Texas Hold'em) (dealer: ""Kid @ j_PUrV83DE"") --",2023-05-19T05:22:56.782Z,168447377678200
"-- ending hand #302 --",2023-05-19T05:22:50.772Z,168447377077203
"""AKos @ XdEkuctLKf"" shows a 6♣, 6♦.",2023-05-19T05:22:50.772Z,168447377077202
"""Abhar @ XnUsg-Ux8p"" collected 21.00 from pot with Two Pair, K's & 9's (combination: K♥, K♦, 9♣, 9♠, A♦)",2023-05-19T05:22:50.772Z,168447377077201
"""Abhar @ XnUsg-Ux8p"" shows a A♦, Q♥.",2023-05-19T05:22:50.772Z,168447377077200
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T05:22:49.950Z,168447376995000
"""AKos @ XdEkuctLKf"" checks",2023-05-19T05:22:47.905Z,168447376790500
"River: K♥, K♦, 9♣, 9♠ [J♥]",2023-05-19T05:22:45.845Z,168447376584500
"""Abhar @ XnUsg-Ux8p"" calls 4.75",2023-05-19T05:22:45.007Z,168447376500700
"""AKos @ XdEkuctLKf"" bets 4.75",2023-05-19T05:22:42.988Z,168447376298800
"Turn: K♥, K♦, 9♣ [9♠]",2023-05-19T05:22:36.838Z,168447375683800
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T05:22:35.999Z,168447375599900
"""AKos @ XdEkuctLKf"" checks",2023-05-19T05:22:33.476Z,168447375347600
"Flop:  [K♥, K♦, 9♣]",2023-05-19T05:22:29.829Z,168447374982900
"""AKos @ XdEkuctLKf"" calls 5.00",2023-05-19T05:22:28.976Z,168447374897600
"""OSig @ mX91O12t5W"" folds",2023-05-19T05:22:27.299Z,168447374729900
"""Kid @ j_PUrV83DE"" folds",2023-05-19T05:22:20.964Z,168447374096400
"""Abhar @ XnUsg-Ux8p"" raises to 5.00",2023-05-19T05:22:17.195Z,168447373719500
"""AP @ mdgN-8uIsM"" folds",2023-05-19T05:22:14.192Z,168447373419200
"""AKos @ XdEkuctLKf"" calls 1.00",2023-05-19T05:22:13.288Z,168447373328800
"""OSig @ mX91O12t5W"" posts a big blind of 1.00",2023-05-19T05:22:11.828Z,168447373182808
"""Kid @ j_PUrV83DE"" posts a small blind of 0.50",2023-05-19T05:22:11.828Z,168447373182807
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (147.50) | #2 ""Kid @ j_PUrV83DE"" (397.26) | #4 ""OSig @ mX91O12t5W"" (239.73) | #7 ""AKos @ XdEkuctLKf"" (283.93) | #9 ""AP @ mdgN-8uIsM"" (250.68)",2023-05-19T05:22:11.828Z,168447373182801
"-- starting hand #302 (id: cngn7w00ohdz)  (No Limit Texas Hold'em) (dealer: ""Abhar @ XnUsg-Ux8p"") --",2023-05-19T05:22:11.828Z,168447373182800
"-- ending hand #301 --",2023-05-19T05:22:05.878Z,168447372587802
"""AP @ mdgN-8uIsM"" collected 12.00 from pot",2023-05-19T05:22:05.878Z,168447372587801
"Uncalled bet of 8.00 returned to ""AP @ mdgN-8uIsM""",2023-05-19T05:22:05.878Z,168447372587800
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:22:05.036Z,168447372503600
"""OSig @ mX91O12t5W"" folds",2023-05-19T05:22:03.788Z,168447372378800
"""AP @ mdgN-8uIsM"" bets 8.00",2023-05-19T05:21:56.500Z,168447371650000
"""AKos @ XdEkuctLKf"" checks",2023-05-19T05:21:52.047Z,168447371204700
"""OSig @ mX91O12t5W"" checks",2023-05-19T05:21:49.710Z,168447370971000
"Flop:  [6♣, 2♥, 5♦]",2023-05-19T05:21:45.155Z,168447370515500
"""Kid @ j_PUrV83DE"" folds",2023-05-19T05:21:44.318Z,168447370431800
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T05:21:40.467Z,168447370046700
"""AP @ mdgN-8uIsM"" calls 3.50",2023-05-19T05:21:36.211Z,168447369621100
"""AKos @ XdEkuctLKf"" calls 3.50",2023-05-19T05:21:34.007Z,168447369400700
"""OSig @ mX91O12t5W"" raises to 3.50",2023-05-19T05:21:31.740Z,168447369174000
"""Kid @ j_PUrV83DE"" posts a big blind of 1.00",2023-05-19T05:21:29.295Z,168447368929508
"""Abhar @ XnUsg-Ux8p"" posts a small blind of 0.50",2023-05-19T05:21:29.295Z,168447368929507
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (148.00) | #2 ""Kid @ j_PUrV83DE"" (398.26) | #4 ""OSig @ mX91O12t5W"" (243.23) | #7 ""AKos @ XdEkuctLKf"" (287.43) | #9 ""AP @ mdgN-8uIsM"" (242.18)",2023-05-19T05:21:29.295Z,168447368929501
"-- starting hand #301 (id: pnhb7vel7drt)  (No Limit Texas Hold'em) (dealer: ""AP @ mdgN-8uIsM"") --",2023-05-19T05:21:29.295Z,168447368929500
"-- ending hand #300 --",2023-05-19T05:21:23.216Z,168447368321602
"""AP @ mdgN-8uIsM"" collected 8.00 from pot with Two Pair, K's & 5's (combination: K♠, K♣, 5♠, 5♥, Q♦)",2023-05-19T05:21:23.216Z,168447368321601
"""AP @ mdgN-8uIsM"" shows a 6♣, 5♠.",2023-05-19T05:21:23.216Z,168447368321600
"""OSig @ mX91O12t5W"" calls 2.00",2023-05-19T05:21:22.376Z,168447368237600
"""Kid @ j_PUrV83DE"" folds",2023-05-19T05:21:21.230Z,168447368123000
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T05:21:16.257Z,168447367625700
"""AP @ mdgN-8uIsM"" bets 2.00",2023-05-19T05:21:15.149Z,168447367514900
"River: 4♠, Q♦, 5♥, K♠ [K♣]",2023-05-19T05:21:09.872Z,168447366987200
"""OSig @ mX91O12t5W"" checks",2023-05-19T05:21:09.043Z,168447366904300
"""Kid @ j_PUrV83DE"" checks",2023-05-19T05:21:08.071Z,168447366807100
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T05:21:05.616Z,168447366561600
"""AP @ mdgN-8uIsM"" checks",2023-05-19T05:21:04.213Z,168447366421300
"Turn: 4♠, Q♦, 5♥ [K♠]",2023-05-19T05:21:00.991Z,168447366099100
"""OSig @ mX91O12t5W"" checks",2023-05-19T05:21:00.142Z,168447366014200
"""Kid @ j_PUrV83DE"" checks",2023-05-19T05:20:59.114Z,168447365911400
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T05:20:58.216Z,168447365821600
"""AP @ mdgN-8uIsM"" checks",2023-05-19T05:20:56.797Z,168447365679700
"Flop:  [4♠, Q♦, 5♥]",2023-05-19T05:20:53.525Z,168447365352500
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T05:20:52.700Z,168447365270000
"""AP @ mdgN-8uIsM"" calls 1.00",2023-05-19T05:20:51.182Z,168447365118200
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:20:41.781Z,168447364178100
"""OSig @ mX91O12t5W"" calls 1.00",2023-05-19T05:20:40.881Z,168447364088100
"""Kid @ j_PUrV83DE"" calls 1.00",2023-05-19T05:20:39.011Z,168447363901100
"""Abhar @ XnUsg-Ux8p"" posts a big blind of 1.00",2023-05-19T05:20:36.736Z,168447363673608
"""AP @ mdgN-8uIsM"" posts a small blind of 0.50",2023-05-19T05:20:36.736Z,168447363673607
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (149.00) | #2 ""Kid @ j_PUrV83DE"" (399.26) | #4 ""OSig @ mX91O12t5W"" (246.23) | #7 ""AKos @ XdEkuctLKf"" (287.43) | #9 ""AP @ mdgN-8uIsM"" (237.18)",2023-05-19T05:20:36.736Z,168447363673601
"-- starting hand #300 (id: kcwnul4sn5km)  (No Limit Texas Hold'em) (dealer: ""AKos @ XdEkuctLKf"") --",2023-05-19T05:20:36.736Z,168447363673600
"""AKos @ XdEkuctLKf"" shows a 10♣, 6♥.",2023-05-19T05:20:35.070Z,168447363507000
"-- ending hand #299 --",2023-05-19T05:20:33.093Z,168447363309302
"""Kid @ j_PUrV83DE"" collected 30.50 from pot",2023-05-19T05:20:33.093Z,168447363309301
"Uncalled bet of 22.87 returned to ""Kid @ j_PUrV83DE""",2023-05-19T05:20:33.093Z,168447363309300
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T05:20:32.272Z,168447363227200
"""OSig @ mX91O12t5W"" folds",2023-05-19T05:20:12.314Z,168447361231400
"""Kid @ j_PUrV83DE"" bets 22.87",2023-05-19T05:20:11.252Z,168447361125200
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T05:20:06.131Z,168447360613100
"River: 5♠, 6♦, 10♥, 5♦ [5♣]",2023-05-19T05:20:03.772Z,168447360377200
"""OSig @ mX91O12t5W"" checks",2023-05-19T05:20:02.896Z,168447360289600
"""Kid @ j_PUrV83DE"" checks",2023-05-19T05:20:01.927Z,168447360192700
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T05:20:00.525Z,168447360052500
"Turn: 5♠, 6♦, 10♥ [5♦]",2023-05-19T05:19:57.367Z,168447359736700
"""AP @ mdgN-8uIsM"" folds",2023-05-19T05:19:56.472Z,168447359647200
"""OSig @ mX91O12t5W"" calls 6.00",2023-05-19T05:19:55.514Z,168447359551400
"""Kid @ j_PUrV83DE"" calls 6.00",2023-05-19T05:19:54.520Z,168447359452000
"""Abhar @ XnUsg-Ux8p"" bets 6.00",2023-05-19T05:19:53.087Z,168447359308700
"""AP @ mdgN-8uIsM"" checks",2023-05-19T05:19:49.108Z,168447358910800
"Flop:  [5♠, 6♦, 10♥]",2023-05-19T05:19:45.955Z,168447358595500
"""AP @ mdgN-8uIsM"" calls 3.00",2023-05-19T05:19:45.104Z,168447358510400
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:19:44.049Z,168447358404900
"""OSig @ mX91O12t5W"" calls 3.00",2023-05-19T05:19:43.065Z,168447358306500
"""Kid @ j_PUrV83DE"" calls 3.00",2023-05-19T05:19:41.883Z,168447358188300
"""Abhar @ XnUsg-Ux8p"" raises to 3.00",2023-05-19T05:19:40.636Z,168447358063600
"""AP @ mdgN-8uIsM"" posts a big blind of 1.00",2023-05-19T05:19:37.619Z,168447357761908
"""AKos @ XdEkuctLKf"" posts a small blind of 0.50",2023-05-19T05:19:37.619Z,168447357761907
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (158.00) | #2 ""Kid @ j_PUrV83DE"" (377.76) | #4 ""OSig @ mX91O12t5W"" (255.23) | #7 ""AKos @ XdEkuctLKf"" (287.93) | #9 ""AP @ mdgN-8uIsM"" (240.18)",2023-05-19T05:19:37.619Z,168447357761901
"-- starting hand #299 (id: vfzuzae66jgo)  (No Limit Texas Hold'em) (dealer: ""OSig @ mX91O12t5W"") --",2023-05-19T05:19:37.619Z,168447357761900
"-- ending hand #298 --",2023-05-19T05:19:31.619Z,168447357161902
"""Kid @ j_PUrV83DE"" collected 35.00 from pot",2023-05-19T05:19:31.619Z,168447357161901
"Uncalled bet of 26.25 returned to ""Kid @ j_PUrV83DE""",2023-05-19T05:19:31.619Z,168447357161900
"""AP @ mdgN-8uIsM"" folds",2023-05-19T05:19:30.766Z,168447357076600
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:19:29.787Z,168447356978700
"""Kid @ j_PUrV83DE"" bets 26.25",2023-05-19T05:19:28.038Z,168447356803800
"""AP @ mdgN-8uIsM"" checks",2023-05-19T05:19:22.580Z,168447356258000
"""AKos @ XdEkuctLKf"" checks",2023-05-19T05:19:21.302Z,168447356130200
"Turn: 6♠, 10♥, A♣ [K♥]",2023-05-19T05:19:19.772Z,168447355977200
"""AKos @ XdEkuctLKf"" calls 7.00",2023-05-19T05:19:18.936Z,168447355893600
"""OSig @ mX91O12t5W"" folds",2023-05-19T05:19:16.743Z,168447355674300
"""Kid @ j_PUrV83DE"" calls 7.00",2023-05-19T05:19:15.303Z,168447355530300
"""AP @ mdgN-8uIsM"" bets 7.00",2023-05-19T05:19:10.711Z,168447355071100
"""AKos @ XdEkuctLKf"" checks",2023-05-19T05:19:05.913Z,168447354591300
"""OSig @ mX91O12t5W"" checks",2023-05-19T05:19:04.560Z,168447354456000
"Flop:  [6♠, 10♥, A♣]",2023-05-19T05:19:02.872Z,168447354287200
"""AKos @ XdEkuctLKf"" calls 3.50",2023-05-19T05:19:02.037Z,168447354203700
"""OSig @ mX91O12t5W"" calls 3.50",2023-05-19T05:18:58.900Z,168447353890000
"""Kid @ j_PUrV83DE"" calls 3.50",2023-05-19T05:18:54.312Z,168447353431200
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T05:18:52.626Z,168447353262600
"""AP @ mdgN-8uIsM"" raises to 3.50",2023-05-19T05:18:50.627Z,168447353062700
"""AKos @ XdEkuctLKf"" posts a big blind of 1.00",2023-05-19T05:18:46.022Z,168447352602208
"""OSig @ mX91O12t5W"" posts a small blind of 0.50",2023-05-19T05:18:46.022Z,168447352602207
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (158.00) | #2 ""Kid @ j_PUrV83DE"" (353.26) | #4 ""OSig @ mX91O12t5W"" (258.73) | #7 ""AKos @ XdEkuctLKf"" (298.43) | #9 ""AP @ mdgN-8uIsM"" (250.68)",2023-05-19T05:18:46.022Z,168447352602201
"-- starting hand #298 (id: unixjmvj5y28)  (No Limit Texas Hold'em) (dealer: ""Kid @ j_PUrV83DE"") --",2023-05-19T05:18:46.022Z,168447352602200
"-- ending hand #297 --",2023-05-19T05:18:40.108Z,168447352010802
"""Kid @ j_PUrV83DE"" collected 6.00 from pot",2023-05-19T05:18:40.108Z,168447352010801
"Uncalled bet of 6.00 returned to ""Kid @ j_PUrV83DE""",2023-05-19T05:18:40.108Z,168447352010800
"""OSig @ mX91O12t5W"" folds",2023-05-19T05:18:39.222Z,168447351922200
"""Kid @ j_PUrV83DE"" bets 6.00",2023-05-19T05:18:37.459Z,168447351745900
"Flop:  [8♠, 5♠, Q♦]",2023-05-19T05:18:32.936Z,168447351293600
"""OSig @ mX91O12t5W"" calls 3.00",2023-05-19T05:18:32.120Z,168447351212000
"""Kid @ j_PUrV83DE"" raises to 3.00",2023-05-19T05:18:30.663Z,168447351066300
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T05:18:25.759Z,168447350575900
"""AP @ mdgN-8uIsM"" folds",2023-05-19T05:18:24.774Z,168447350477400
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:18:23.839Z,168447350383900
"""OSig @ mX91O12t5W"" posts a big blind of 1.00",2023-05-19T05:18:22.524Z,168447350252408
"""Kid @ j_PUrV83DE"" posts a small blind of 0.50",2023-05-19T05:18:22.524Z,168447350252407
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (158.00) | #2 ""Kid @ j_PUrV83DE"" (350.26) | #4 ""OSig @ mX91O12t5W"" (261.73) | #7 ""AKos @ XdEkuctLKf"" (298.43) | #9 ""AP @ mdgN-8uIsM"" (250.68)",2023-05-19T05:18:22.524Z,168447350252401
"-- starting hand #297 (id: fihpx2xmfygp)  (No Limit Texas Hold'em) (dealer: ""Abhar @ XnUsg-Ux8p"") --",2023-05-19T05:18:22.524Z,168447350252400
"""AKos @ XdEkuctLKf"" shows a Q♠, 3♠.",2023-05-19T05:18:17.147Z,168447349714700
"-- ending hand #296 --",2023-05-19T05:18:15.918Z,168447349591802
"""Abhar @ XnUsg-Ux8p"" collected 85.00 from pot",2023-05-19T05:18:15.918Z,168447349591801
"Uncalled bet of 63.75 returned to ""Abhar @ XnUsg-Ux8p""",2023-05-19T05:18:15.918Z,168447349591800
"""OSig @ mX91O12t5W"" folds",2023-05-19T05:18:15.086Z,168447349508600
"""Abhar @ XnUsg-Ux8p"" raises to 89.25",2023-05-19T05:17:56.055Z,168447347605500
"""OSig @ mX91O12t5W"" bets 25.50",2023-05-19T05:17:46.026Z,168447346602600
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T05:17:41.752Z,168447346175200
"Turn: 4♣, 3♦, 3♣ [8♣]",2023-05-19T05:17:39.519Z,168447345951900
"""Abhar @ XnUsg-Ux8p"" calls 12.00",2023-05-19T05:17:38.698Z,168447345869800
"""OSig @ mX91O12t5W"" bets 12.00",2023-05-19T05:17:31.760Z,168447345176000
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T05:17:26.979Z,168447344697900
"Flop:  [4♣, 3♦, 3♣]",2023-05-19T05:17:24.004Z,168447344400400
"""Kid @ j_PUrV83DE"" folds",2023-05-19T05:17:23.147Z,168447344314700
"""Abhar @ XnUsg-Ux8p"" calls 4.50",2023-05-19T05:17:19.326Z,168447343932600
"""AP @ mdgN-8uIsM"" folds",2023-05-19T05:17:17.768Z,168447343776800
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:17:08.092Z,168447342809200
"""OSig @ mX91O12t5W"" raises to 4.50",2023-05-19T05:17:06.782Z,168447342678200
"""Kid @ j_PUrV83DE"" posts a big blind of 1.00",2023-05-19T05:17:04.179Z,168447342417908
"""Abhar @ XnUsg-Ux8p"" posts a small blind of 0.50",2023-05-19T05:17:04.179Z,168447342417907
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (115.00) | #2 ""Kid @ j_PUrV83DE"" (351.26) | #4 ""OSig @ mX91O12t5W"" (303.73) | #7 ""AKos @ XdEkuctLKf"" (298.43) | #9 ""AP @ mdgN-8uIsM"" (250.68)",2023-05-19T05:17:04.179Z,168447342417901
"-- starting hand #296 (id: tbc6jb24gm6p)  (No Limit Texas Hold'em) (dealer: ""AP @ mdgN-8uIsM"") --",2023-05-19T05:17:04.179Z,168447342417900
"-- ending hand #295 --",2023-05-19T05:16:58.211Z,168447341821102
"""Abhar @ XnUsg-Ux8p"" collected 1.00 from pot",2023-05-19T05:16:58.211Z,168447341821101
"Uncalled bet of 0.50 returned to ""Abhar @ XnUsg-Ux8p""",2023-05-19T05:16:58.211Z,168447341821100
"""AP @ mdgN-8uIsM"" folds",2023-05-19T05:16:57.357Z,168447341735700
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:16:36.473Z,168447339647300
"""OSig @ mX91O12t5W"" folds",2023-05-19T05:16:35.330Z,168447339533000
"""Kid @ j_PUrV83DE"" folds",2023-05-19T05:16:34.397Z,168447339439700
"""Abhar @ XnUsg-Ux8p"" posts a big blind of 1.00",2023-05-19T05:16:32.374Z,168447339237408
"""AP @ mdgN-8uIsM"" posts a small blind of 0.50",2023-05-19T05:16:32.374Z,168447339237407
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (114.50) | #2 ""Kid @ j_PUrV83DE"" (351.26) | #4 ""OSig @ mX91O12t5W"" (303.73) | #7 ""AKos @ XdEkuctLKf"" (298.43) | #9 ""AP @ mdgN-8uIsM"" (251.18)",2023-05-19T05:16:32.374Z,168447339237401
"-- starting hand #295 (id: phzqvbgvbevo)  (No Limit Texas Hold'em) (dealer: ""AKos @ XdEkuctLKf"") --",2023-05-19T05:16:32.374Z,168447339237400
"-- ending hand #294 --",2023-05-19T05:16:26.401Z,168447338640102
"""OSig @ mX91O12t5W"" collected 17.50 from pot",2023-05-19T05:16:26.401Z,168447338640101
"Uncalled bet of 9.75 returned to ""OSig @ mX91O12t5W""",2023-05-19T05:16:26.401Z,168447338640100
"""Kid @ j_PUrV83DE"" folds",2023-05-19T05:16:25.598Z,168447338559800
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:16:21.057Z,168447338105700
"""OSig @ mX91O12t5W"" bets 9.75",2023-05-19T05:16:09.321Z,168447336932100
"""Kid @ j_PUrV83DE"" checks",2023-05-19T05:16:04.842Z,168447336484200
"""AKos @ XdEkuctLKf"" checks",2023-05-19T05:16:00.021Z,168447336002100
"Flop:  [Q♣, 6♦, 6♥]",2023-05-19T05:15:48.512Z,168447334851200
"""Kid @ j_PUrV83DE"" calls 5.50",2023-05-19T05:15:47.701Z,168447334770100
"""AP @ mdgN-8uIsM"" folds",2023-05-19T05:15:46.828Z,168447334682800
"""AKos @ XdEkuctLKf"" calls 5.50",2023-05-19T05:15:36.615Z,168447333661500
"""OSig @ mX91O12t5W"" raises to 5.50",2023-05-19T05:15:33.927Z,168447333392700
"""Kid @ j_PUrV83DE"" calls 1.00",2023-05-19T05:15:31.229Z,168447333122900
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T05:15:29.466Z,168447332946600
"""AP @ mdgN-8uIsM"" posts a big blind of 1.00",2023-05-19T05:15:27.222Z,168447332722208
"""AKos @ XdEkuctLKf"" posts a small blind of 0.50",2023-05-19T05:15:27.222Z,168447332722207
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (114.50) | #2 ""Kid @ j_PUrV83DE"" (356.76) | #4 ""OSig @ mX91O12t5W"" (291.73) | #7 ""AKos @ XdEkuctLKf"" (303.93) | #9 ""AP @ mdgN-8uIsM"" (252.18)",2023-05-19T05:15:27.222Z,168447332722201
"-- starting hand #294 (id: cdj31u8uqko2)  (No Limit Texas Hold'em) (dealer: ""OSig @ mX91O12t5W"") --",2023-05-19T05:15:27.222Z,168447332722200
"""AKos @ XdEkuctLKf"" shows a Q♣, 10♣.",2023-05-19T05:15:23.819Z,168447332381900
"""AP @ mdgN-8uIsM"" shows a A♦, K♦.",2023-05-19T05:15:23.771Z,168447332377100
"-- ending hand #293 --",2023-05-19T05:15:22.886Z,168447332288602
"""AP @ mdgN-8uIsM"" collected 30.00 from pot",2023-05-19T05:15:22.886Z,168447332288601
"Uncalled bet of 31.00 returned to ""AP @ mdgN-8uIsM""",2023-05-19T05:15:22.886Z,168447332288600
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:15:22.047Z,168447332204700
"""AP @ mdgN-8uIsM"" bets 31.00",2023-05-19T05:15:20.073Z,168447332007300
"""AKos @ XdEkuctLKf"" checks",2023-05-19T05:15:14.845Z,168447331484500
"River: J♦, 4♠, Q♦, 4♦ [5♣]",2023-05-19T05:15:12.260Z,168447331226000
"""AKos @ XdEkuctLKf"" calls 6.50",2023-05-19T05:15:11.409Z,168447331140900
"""AP @ mdgN-8uIsM"" bets 6.50",2023-05-19T05:15:08.242Z,168447330824200
"""AKos @ XdEkuctLKf"" checks",2023-05-19T05:14:59.431Z,168447329943100
"Turn: J♦, 4♠, Q♦ [4♦]",2023-05-19T05:14:57.138Z,168447329713800
"""OSig @ mX91O12t5W"" folds",2023-05-19T05:14:56.305Z,168447329630500
"""AP @ mdgN-8uIsM"" calls 3.25",2023-05-19T05:14:54.629Z,168447329462900
"""AKos @ XdEkuctLKf"" bets 3.25",2023-05-19T05:14:50.899Z,168447329089900
"""OSig @ mX91O12t5W"" checks",2023-05-19T05:14:46.437Z,168447328643700
"Flop:  [J♦, 4♠, Q♦]",2023-05-19T05:14:44.415Z,168447328441500
"""AKos @ XdEkuctLKf"" calls 3.50",2023-05-19T05:14:43.595Z,168447328359500
"""OSig @ mX91O12t5W"" calls 3.50",2023-05-19T05:14:42.045Z,168447328204500
"""Kid @ j_PUrV83DE"" folds",2023-05-19T05:14:36.500Z,168447327650000
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T05:14:35.526Z,168447327552600
"""AP @ mdgN-8uIsM"" raises to 3.50",2023-05-19T05:14:34.402Z,168447327440200
"""AKos @ XdEkuctLKf"" posts a big blind of 1.00",2023-05-19T05:14:27.838Z,168447326783808
"""OSig @ mX91O12t5W"" posts a small blind of 0.50",2023-05-19T05:14:27.838Z,168447326783807
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (114.50) | #2 ""Kid @ j_PUrV83DE"" (356.76) | #4 ""OSig @ mX91O12t5W"" (295.23) | #7 ""AKos @ XdEkuctLKf"" (317.18) | #9 ""AP @ mdgN-8uIsM"" (235.43)",2023-05-19T05:14:27.838Z,168447326783801
"-- starting hand #293 (id: we87ohk3jkjj)  (No Limit Texas Hold'em) (dealer: ""Kid @ j_PUrV83DE"") --",2023-05-19T05:14:27.838Z,168447326783800
"""AP @ mdgN-8uIsM"" shows a 6♦, 7♠.",2023-05-19T05:14:22.042Z,168447326204200
"-- ending hand #292 --",2023-05-19T05:14:21.232Z,168447326123202
"""AP @ mdgN-8uIsM"" collected 16.00 from pot",2023-05-19T05:14:21.232Z,168447326123201
"Uncalled bet of 11.00 returned to ""AP @ mdgN-8uIsM""",2023-05-19T05:14:21.232Z,168447326123200
"""OSig @ mX91O12t5W"" folds",2023-05-19T05:14:20.430Z,168447326043000
"""Kid @ j_PUrV83DE"" folds",2023-05-19T05:14:18.158Z,168447325815800
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T05:14:17.278Z,168447325727800
"""AP @ mdgN-8uIsM"" bets 11.00",2023-05-19T05:14:14.033Z,168447325403300
"""OSig @ mX91O12t5W"" checks",2023-05-19T05:14:08.785Z,168447324878500
"""Kid @ j_PUrV83DE"" checks",2023-05-19T05:14:07.798Z,168447324779800
"Flop:  [2♣, 6♥, 2♥]",2023-05-19T05:14:04.885Z,168447324488500
"""AP @ mdgN-8uIsM"" calls 4.00",2023-05-19T05:14:04.019Z,168447324401900
"""OSig @ mX91O12t5W"" calls 4.00",2023-05-19T05:14:01.972Z,168447324197200
"""Kid @ j_PUrV83DE"" calls 4.00",2023-05-19T05:13:59.398Z,168447323939800
"""Abhar @ XnUsg-Ux8p"" raises to 4.00",2023-05-19T05:13:57.185Z,168447323718500
"""AP @ mdgN-8uIsM"" calls 1.00",2023-05-19T05:13:53.803Z,168447323380300
"""AKos @ XdEkuctLKf"" folds",2023-05-19T05:13:52.787Z,168447323278700
"""OSig @ mX91O12t5W"" posts a big blind of 1.00",2023-05-19T05:13:46.132Z,168447322613208
"""Kid @ j_PUrV83DE"" posts a small blind of 0.50",2023-05-19T05:13:46.132Z,168447322613207
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (118.50) | #2 ""Kid @ j_PUrV83DE"" (360.76) | #4 ""OSig @ mX91O12t5W"" (299.23) | #7 ""AKos @ XdEkuctLKf"" (317.18) | #9 ""AP @ mdgN-8uIsM"" (223.43)",2023-05-19T05:13:46.132Z,168447322613201
"-- starting hand #292 (id: gsunqdcmzfkj)  (No Limit Texas Hold'em) (dealer: ""Abhar @ XnUsg-Ux8p"") --",2023-05-19T05:13:46.132Z,168447322613200
"-- ending hand #291 --",2023-05-19T05:13:40.129Z,168447322012903
"""OSig @ mX91O12t5W"" shows a Q♦, 7♥.",2023-05-19T05:13:40.129Z,168447322012902
"""AKos @ XdEkuctLKf"" collected 100.00 from pot with Two Pair, K's & 10's (combination: K♠, K♦, 10♦, 10♠, 9♠)",2023-05-19T05:13:40.129Z,168447322012901
"""AKos @ XdEkuctLKf"" shows a K♠, K♦.",2023-05-19T05:13:40.129Z,168447322012900
"""AKos @ XdEkuctLKf"" checks",2023-05-19T05:13:39.322Z,168447321932200
"""OSig @ mX91O12t5W"" checks",2023-05-19T05:13:36.625Z,168447321662500
"River: 8♠, 10♦, 10♠, 9♠ [8♦]",2023-05-19T05:13:24.509Z,168447320450900
"""AKos @ XdEkuctLKf"" calls 25.00",2023-05-19T05:13:23.681Z,168447320368100
"""OSig @ mX91O12t5W"" bets 25.00",2023-05-19T05:13:16.146Z,168447319614600
"Turn: 8♠, 10♦, 10♠ [9♠]",2023-05-19T05:13:12.216Z,168447319221600
"""AKos @ XdEkuctLKf"" calls 18.75",2023-05-19T05:13:11.352Z,168447319135200
"""OSig @ mX91O12t5W"" raises to 18.75",2023-05-19T05:13:06.696Z,168447318669600
"""Kid @ j_PUrV83DE"" folds",2023-05-19T05:13:01.127Z,168447318112700
