entry,at,order
"""AP @ mdgN-8uIsM"" checks",2023-05-19T00:59:31.035Z,168445797103500
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:59:28.480Z,168445796848000
"""AP @ mdgN-8uIsM"" posts a missed big blind of 1.00",2023-05-19T00:59:26.594Z,168445796659415
"""AP @ mdgN-8uIsM"" posts a missing small blind of 0.50",2023-05-19T00:59:26.594Z,168445796659414
"""Jlo @ -GMsszLRBS"" posts a missing small blind of 0.50",2023-05-19T00:59:26.594Z,168445796659413
"""Jlo @ -GMsszLRBS"" posts a big blind of 1.00",2023-05-19T00:59:26.594Z,168445796659412
"""Glowcow @ 4kh9Z7S8kH"" posts a small blind of 0.50",2023-05-19T00:59:26.594Z,168445796659411
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (367.83) | #3 ""Glowcow @ 4kh9Z7S8kH"" (96.70) | #5 ""Jlo @ -GMsszLRBS"" (151.75) | #8 ""alamyyyyyy @ a95G_9tGEu"" (24.62) | #9 ""AP @ mdgN-8uIsM"" (229.38) | #10 ""Sobby Saldwin @ bqLVPWQYxE"" (100.00)",2023-05-19T00:59:26.594Z,168445796659404
"-- starting hand #64 (id: yxi2gvfotqhx)  (No Limit Texas Hold'em) (dealer: ""GTO player @ 7Nh1tXMWON"") --",2023-05-19T00:59:26.594Z,168445796659403
"The player ""Sobby Saldwin @ bqLVPWQYxE"" joined the game with a stack of 100.00.",2023-05-19T00:59:26.594Z,168445796659402
"The player ""Jlo @ -GMsszLRBS"" joined the game with a stack of 151.75.",2023-05-19T00:59:26.594Z,168445796659401
"The player ""AP @ mdgN-8uIsM"" joined the game with a stack of 229.38.",2023-05-19T00:59:26.594Z,168445796659400
"The player ""GTO player @ 7Nh1tXMWON"" passed the room ownership to ""alamyyyyyy @ a95G_9tGEu"".",2023-05-19T00:59:25.939Z,168445796593900
"-- ending hand #63 --",2023-05-19T00:59:20.577Z,168445796057702
"""GTO player @ 7Nh1tXMWON"" collected 5.00 from pot with Pair, 7's (combination: 7♠, 7♣, K♦, Q♣, J♥)",2023-05-19T00:59:20.577Z,168445796057701
"""GTO player @ 7Nh1tXMWON"" shows a Q♣, 7♠.",2023-05-19T00:59:20.577Z,168445796057700
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:59:19.759Z,168445795975900
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:59:18.501Z,168445795850100
"River: J♥, 7♣, 9♥, 6♣ [K♦]",2023-05-19T00:59:17.008Z,168445795700800
"The player ""Jlo @ -GMsszLRBS"" sit back with the stack of 151.75.",2023-05-19T00:59:16.632Z,168445795663200
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:59:16.140Z,168445795614000
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:59:14.611Z,168445795461100
"Turn: J♥, 7♣, 9♥ [6♣]",2023-05-19T00:59:10.933Z,168445795093300
"""Glowcow @ 4kh9Z7S8kH"" calls 1.50",2023-05-19T00:59:10.113Z,168445795011300
"""GTO player @ 7Nh1tXMWON"" bets 1.50",2023-05-19T00:59:08.256Z,168445794825600
"Flop:  [J♥, 7♣, 9♥]",2023-05-19T00:59:03.506Z,168445794350600
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:59:02.694Z,168445794269400
"""GTO player @ 7Nh1tXMWON"" calls 1.00",2023-05-19T00:59:01.487Z,168445794148700
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:58:50.678Z,168445793067800
"""Glowcow @ 4kh9Z7S8kH"" posts a big blind of 1.00",2023-05-19T00:58:47.153Z,168445792715306
"""GTO player @ 7Nh1tXMWON"" posts a small blind of 0.50",2023-05-19T00:58:47.153Z,168445792715305
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (365.33) | #3 ""Glowcow @ 4kh9Z7S8kH"" (99.20) | #8 ""alamyyyyyy @ a95G_9tGEu"" (24.62)",2023-05-19T00:58:47.153Z,168445792715301
"-- starting hand #63 (id: vlasbrkddhzr)  (No Limit Texas Hold'em) (dealer: ""alamyyyyyy @ a95G_9tGEu"") --",2023-05-19T00:58:47.153Z,168445792715300
"-- ending hand #62 --",2023-05-19T00:58:41.182Z,168445792118202
"""GTO player @ 7Nh1tXMWON"" collected 7.50 from pot",2023-05-19T00:58:41.182Z,168445792118201
"Uncalled bet of 3.75 returned to ""GTO player @ 7Nh1tXMWON""",2023-05-19T00:58:41.182Z,168445792118200
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:58:40.377Z,168445792037700
"""GTO player @ 7Nh1tXMWON"" bets 3.75",2023-05-19T00:58:38.787Z,168445791878700
"Flop:  [J♠, 8♣, 10♦]",2023-05-19T00:58:33.874Z,168445791387400
"""Glowcow @ 4kh9Z7S8kH"" calls 3.50",2023-05-19T00:58:32.985Z,168445791298500
"The player ""AP @ mdgN-8uIsM"" sit back with the stack of 229.38.",2023-05-19T00:58:32.563Z,168445791256300
"""GTO player @ 7Nh1tXMWON"" raises to 3.50",2023-05-19T00:58:28.979Z,168445790897900
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:58:25.388Z,168445790538800
"The admin approved the player ""Sobby Saldwin @ bqLVPWQYxE"" participation with a stack of 100.00.",2023-05-19T00:58:22.917Z,168445790291700
"The player ""Sobby Saldwin @ bqLVPWQYxE"" requested a seat.",2023-05-19T00:58:18.043Z,168445789804300
"""Glowcow @ 4kh9Z7S8kH"" calls 1.00",2023-05-19T00:58:16.109Z,168445789610900
"""GTO player @ 7Nh1tXMWON"" posts a big blind of 1.00",2023-05-19T00:58:12.257Z,168445789225708
"""alamyyyyyy @ a95G_9tGEu"" posts a small blind of 0.50",2023-05-19T00:58:12.257Z,168445789225707
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (361.33) | #3 ""Glowcow @ 4kh9Z7S8kH"" (102.70) | #8 ""alamyyyyyy @ a95G_9tGEu"" (25.12)",2023-05-19T00:58:12.257Z,168445789225703
"-- starting hand #62 (id: twxmuetztoao)  (No Limit Texas Hold'em) (dealer: ""Glowcow @ 4kh9Z7S8kH"") --",2023-05-19T00:58:12.257Z,168445789225702
"The player ""Sobby Saldwin @ bqLVPWQYxE"" quits the game with a stack of 0.00.",2023-05-19T00:58:12.257Z,168445789225701
"The player ""AP @ mdgN-8uIsM"" stand up with the stack of 229.38.",2023-05-19T00:58:12.257Z,168445789225700
"-- ending hand #61 --",2023-05-19T00:58:04.251Z,168445788425102
"""GTO player @ 7Nh1tXMWON"" collected 18.27 from pot with Two Pair, K's & 8's on the second run  (combination: K♠, K♣, 8♥, 8♦, A♥)",2023-05-19T00:58:04.251Z,168445788425101
"""GTO player @ 7Nh1tXMWON"" collected 18.27 from pot with Pair, K's (combination: K♠, K♥, A♥, J♠, 7♥)",2023-05-19T00:58:04.251Z,168445788425100
"River (second run): 3♦, 10♠, 8♥, 8♦ [K♣]",2023-05-19T00:58:00.235Z,168445788023500
"Turn (second run): 3♦, 10♠, 8♥ [8♦]",2023-05-19T00:57:56.200Z,168445787620000
"Flop (second run):  [3♦, 10♠, 8♥]",2023-05-19T00:57:52.144Z,168445787214400
"River: J♠, 7♥, 5♠, K♥ [2♥]",2023-05-19T00:57:48.140Z,168445786814000
"Turn: J♠, 7♥, 5♠ [K♥]",2023-05-19T00:57:44.136Z,168445786413600
"Flop:  [J♠, 7♥, 5♠]",2023-05-19T00:57:40.098Z,168445786009800
"""Sobby Saldwin @ bqLVPWQYxE"" shows a 6♣, 6♠.",2023-05-19T00:57:36.088Z,168445785608801
"""GTO player @ 7Nh1tXMWON"" shows a K♠, A♥.",2023-05-19T00:57:36.088Z,168445785608800
"All players in hand choose to run it twice.",2023-05-19T00:57:35.188Z,168445785518801
"""Sobby Saldwin @ bqLVPWQYxE"" chooses to  run it twice.",2023-05-19T00:57:35.188Z,168445785518800
"""GTO player @ 7Nh1tXMWON"" chooses to  run it twice.",2023-05-19T00:57:34.346Z,168445785434600
"Remaining players decide whether to run it twice.",2023-05-19T00:57:33.262Z,168445785326201
"""GTO player @ 7Nh1tXMWON"" calls 16.77",2023-05-19T00:57:33.262Z,168445785326200
"""AP @ mdgN-8uIsM"" folds",2023-05-19T00:57:31.019Z,168445785101901
"The admin ""GTO player @ 7Nh1tXMWON"" forced the player ""AP @ mdgN-8uIsM"" to away mode in the next hand.",2023-05-19T00:57:31.019Z,168445785101900
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:57:15.202Z,168445783520200
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:57:13.968Z,168445783396800
"""Sobby Saldwin @ bqLVPWQYxE"" raises to 16.77 and go all in",2023-05-19T00:57:12.616Z,168445783261600
"""GTO player @ 7Nh1tXMWON"" raises to 4.00",2023-05-19T00:57:09.918Z,168445782991800
"""AP @ mdgN-8uIsM"" checks",2023-05-19T00:57:04.835Z,168445782483500
"""AP @ mdgN-8uIsM"" posts a missed big blind of 1.00",2023-05-19T00:56:44.802Z,168445780480212
"""AP @ mdgN-8uIsM"" posts a missing small blind of 0.50",2023-05-19T00:56:44.802Z,168445780480211
"""alamyyyyyy @ a95G_9tGEu"" posts a big blind of 1.00",2023-05-19T00:56:44.802Z,168445780480210
"""Glowcow @ 4kh9Z7S8kH"" posts a small blind of 0.50",2023-05-19T00:56:44.802Z,168445780480209
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (341.56) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (16.77) | #3 ""Glowcow @ 4kh9Z7S8kH"" (103.20) | #8 ""alamyyyyyy @ a95G_9tGEu"" (26.12) | #9 ""AP @ mdgN-8uIsM"" (230.88)",2023-05-19T00:56:44.802Z,168445780480203
"-- starting hand #61 (id: qyd0lyikwhgt)  (No Limit Texas Hold'em) (dealer: ""Sobby Saldwin @ bqLVPWQYxE"") --",2023-05-19T00:56:44.802Z,168445780480202
"The player ""AP @ mdgN-8uIsM"" joined the game with a stack of 230.88.",2023-05-19T00:56:44.802Z,168445780480201
"The player ""Jlo @ -GMsszLRBS"" stand up with the stack of 151.75.",2023-05-19T00:56:44.802Z,168445780480200
"-- ending hand #60 --",2023-05-19T00:56:36.792Z,168445779679202
"""GTO player @ 7Nh1tXMWON"" collected 170.78 from pot with Two Pair, 7's & 3's on the second run  (combination: 7♠, 7♥, 3♠, 3♥, K♠)",2023-05-19T00:56:36.792Z,168445779679201
"""GTO player @ 7Nh1tXMWON"" collected 170.78 from pot with Two Pair, 7's & 3's (combination: 7♠, 7♥, 3♠, 3♥, K♠)",2023-05-19T00:56:36.792Z,168445779679200
"River (second run): 6♦, 3♠, 7♥, 3♥ [9♥]",2023-05-19T00:56:32.787Z,168445779278700
"River: 6♦, 3♠, 7♥, 3♥ [Q♣]",2023-05-19T00:56:28.782Z,168445778878200
"""Sobby Saldwin @ bqLVPWQYxE"" shows a 6♥, J♣.",2023-05-19T00:56:24.700Z,168445778470001
"""GTO player @ 7Nh1tXMWON"" shows a K♠, 7♠.",2023-05-19T00:56:24.700Z,168445778470000
"All players in hand choose to run it twice.",2023-05-19T00:56:23.894Z,168445778389401
"""Sobby Saldwin @ bqLVPWQYxE"" chooses to  run it twice.",2023-05-19T00:56:23.894Z,168445778389400
"""GTO player @ 7Nh1tXMWON"" chooses to  run it twice.",2023-05-19T00:56:23.754Z,168445778375400
"Remaining players decide whether to run it twice.",2023-05-19T00:56:22.338Z,168445778233801
"""Sobby Saldwin @ bqLVPWQYxE"" calls 110.78",2023-05-19T00:56:22.338Z,168445778233800
"""GTO player @ 7Nh1tXMWON"" raises to 110.78 and go all in",2023-05-19T00:56:09.153Z,168445776915300
"""Sobby Saldwin @ bqLVPWQYxE"" bets 60.00",2023-05-19T00:56:03.436Z,168445776343600
"Turn: 6♦, 3♠, 7♥ [3♥]",2023-05-19T00:55:48.398Z,168445774839800
"""Sobby Saldwin @ bqLVPWQYxE"" calls 48.00",2023-05-19T00:55:47.528Z,168445774752800
"""GTO player @ 7Nh1tXMWON"" raises to 48.00",2023-05-19T00:55:44.156Z,168445774415600
"""Sobby Saldwin @ bqLVPWQYxE"" bets 12.00",2023-05-19T00:55:38.958Z,168445773895800
"Flop:  [6♦, 3♠, 7♥]",2023-05-19T00:55:25.480Z,168445772548000
"""GTO player @ 7Nh1tXMWON"" calls 11.50",2023-05-19T00:55:24.625Z,168445772462500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:55:23.218Z,168445772321800
"""Sobby Saldwin @ bqLVPWQYxE"" raises to 11.50",2023-05-19T00:55:21.815Z,168445772181500
"""GTO player @ 7Nh1tXMWON"" raises to 3.50",2023-05-19T00:55:17.031Z,168445771703100
"The player ""AP @ mdgN-8uIsM"" sit back with the stack of 230.88.",2023-05-19T00:55:15.924Z,168445771592400
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:55:14.872Z,168445771487200
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:55:13.730Z,168445771373000
"""Glowcow @ 4kh9Z7S8kH"" posts a big blind of 1.00",2023-05-19T00:55:11.966Z,168445771196610
"""Sobby Saldwin @ bqLVPWQYxE"" posts a small blind of 0.50",2023-05-19T00:55:11.966Z,168445771196609
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (170.28) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (187.05) | #3 ""Glowcow @ 4kh9Z7S8kH"" (104.20) | #5 ""Jlo @ -GMsszLRBS"" (151.75) | #8 ""alamyyyyyy @ a95G_9tGEu"" (26.12)",2023-05-19T00:55:11.966Z,168445771196603
"-- starting hand #60 (id: e5wbmuydmuwq)  (No Limit Texas Hold'em) (dealer: ""GTO player @ 7Nh1tXMWON"") --",2023-05-19T00:55:11.966Z,168445771196602
"The player ""Jlo @ -GMsszLRBS"" joined the game with a stack of 151.75.",2023-05-19T00:55:11.966Z,168445771196601
"The player ""OSig @ mX91O12t5W"" stand up with the stack of 127.96.",2023-05-19T00:55:11.966Z,168445771196600
"The player ""Jlo @ -GMsszLRBS"" sit back with the stack of 151.75.",2023-05-19T00:55:08.030Z,168445770803000
"-- ending hand #59 --",2023-05-19T00:55:05.987Z,168445770598702
"""Sobby Saldwin @ bqLVPWQYxE"" collected 2.00 from pot",2023-05-19T00:55:05.987Z,168445770598701
"Uncalled bet of 2.00 returned to ""Sobby Saldwin @ bqLVPWQYxE""",2023-05-19T00:55:05.987Z,168445770598700
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T00:55:05.180Z,168445770518000
"""Sobby Saldwin @ bqLVPWQYxE"" raises to 3.00",2023-05-19T00:55:04.283Z,168445770428300
"""GTO player @ 7Nh1tXMWON"" calls 1.00",2023-05-19T00:54:59.841Z,168445769984100
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:54:58.795Z,168445769879500
"""OSig @ mX91O12t5W"" folds",2023-05-19T00:54:57.749Z,168445769774900
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:54:56.814Z,168445769681400
"""Sobby Saldwin @ bqLVPWQYxE"" posts a big blind of 1.00",2023-05-19T00:54:54.738Z,168445769473809
"""GTO player @ 7Nh1tXMWON"" posts a small blind of 0.50",2023-05-19T00:54:54.738Z,168445769473808
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (171.28) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (186.05) | #3 ""Glowcow @ 4kh9Z7S8kH"" (104.20) | #4 ""OSig @ mX91O12t5W"" (127.96) | #8 ""alamyyyyyy @ a95G_9tGEu"" (26.12)",2023-05-19T00:54:54.738Z,168445769473802
"-- starting hand #59 (id: tdfn5bw5oesb)  (No Limit Texas Hold'em) (dealer: ""alamyyyyyy @ a95G_9tGEu"") --",2023-05-19T00:54:54.738Z,168445769473801
"The player ""Jlo @ -GMsszLRBS"" stand up with the stack of 151.75.",2023-05-19T00:54:54.738Z,168445769473800
"-- ending hand #58 --",2023-05-19T00:54:48.765Z,168445768876502
"""OSig @ mX91O12t5W"" collected 51.00 from pot",2023-05-19T00:54:48.765Z,168445768876501
"Uncalled bet of 25.50 returned to ""OSig @ mX91O12t5W""",2023-05-19T00:54:48.765Z,168445768876500
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T00:54:47.947Z,168445768794700
"""OSig @ mX91O12t5W"" raises to 38.25",2023-05-19T00:54:36.767Z,168445767676700
"""Sobby Saldwin @ bqLVPWQYxE"" bets 12.75",2023-05-19T00:54:27.022Z,168445766702200
"Flop:  [Q♥, 10♥, 7♣]",2023-05-19T00:54:21.143Z,168445766114300
"""Sobby Saldwin @ bqLVPWQYxE"" calls 12.00",2023-05-19T00:54:20.299Z,168445766029900
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T00:54:18.250Z,168445765825000
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:54:16.885Z,168445765688500
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:54:15.918Z,168445765591800
"""OSig @ mX91O12t5W"" raises to 12.00",2023-05-19T00:54:14.685Z,168445765468500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:54:10.060Z,168445765006000
"""Sobby Saldwin @ bqLVPWQYxE"" raises to 3.50",2023-05-19T00:54:08.505Z,168445764850500
"""GTO player @ 7Nh1tXMWON"" posts a big blind of 1.00",2023-05-19T00:54:02.609Z,168445764260909
"""alamyyyyyy @ a95G_9tGEu"" posts a small blind of 0.50",2023-05-19T00:54:02.609Z,168445764260908
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (172.28) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (210.80) | #3 ""Glowcow @ 4kh9Z7S8kH"" (104.20) | #4 ""OSig @ mX91O12t5W"" (101.71) | #5 ""Jlo @ -GMsszLRBS"" (151.75) | #8 ""alamyyyyyy @ a95G_9tGEu"" (26.62)",2023-05-19T00:54:02.609Z,168445764260901
"-- starting hand #58 (id: gthlirevaq6v)  (No Limit Texas Hold'em) (dealer: ""Jlo @ -GMsszLRBS"") --",2023-05-19T00:54:02.609Z,168445764260900
"-- ending hand #57 --",2023-05-19T00:53:56.664Z,168445763666402
"""GTO player @ 7Nh1tXMWON"" collected 5.50 from pot",2023-05-19T00:53:56.664Z,168445763666401
"Uncalled bet of 4.12 returned to ""GTO player @ 7Nh1tXMWON""",2023-05-19T00:53:56.664Z,168445763666400
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:53:55.844Z,168445763584400
"""GTO player @ 7Nh1tXMWON"" bets 4.12",2023-05-19T00:53:53.969Z,168445763396900
"""Jlo @ -GMsszLRBS"" checks",2023-05-19T00:53:43.838Z,168445762383800
"Flop:  [5♣, 3♦, 6♣]",2023-05-19T00:53:41.250Z,168445762125000
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:53:40.432Z,168445762043200
"""Jlo @ -GMsszLRBS"" calls 2.25",2023-05-19T00:53:39.212Z,168445761921200
"""OSig @ mX91O12t5W"" folds",2023-05-19T00:53:37.475Z,168445761747500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:53:36.459Z,168445761645900
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T00:53:33.696Z,168445761369600
"""GTO player @ 7Nh1tXMWON"" raises to 2.25",2023-05-19T00:53:31.688Z,168445761168800
"""alamyyyyyy @ a95G_9tGEu"" posts a big blind of 1.00",2023-05-19T00:53:29.030Z,168445760903009
"""Jlo @ -GMsszLRBS"" posts a small blind of 0.50",2023-05-19T00:53:29.030Z,168445760903008
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (169.03) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (210.80) | #3 ""Glowcow @ 4kh9Z7S8kH"" (104.20) | #4 ""OSig @ mX91O12t5W"" (101.71) | #5 ""Jlo @ -GMsszLRBS"" (154.00) | #8 ""alamyyyyyy @ a95G_9tGEu"" (27.62)",2023-05-19T00:53:29.030Z,168445760903001
"-- starting hand #57 (id: bwoecx7exbai)  (No Limit Texas Hold'em) (dealer: ""OSig @ mX91O12t5W"") --",2023-05-19T00:53:29.030Z,168445760903000
"-- ending hand #56 --",2023-05-19T00:53:23.023Z,168445760302302
"""GTO player @ 7Nh1tXMWON"" collected 75.00 from pot with Three of a Kind, 7's (combination: 7♦, 7♣, 7♥, Q♣, 9♠)",2023-05-19T00:53:23.023Z,168445760302301
"""GTO player @ 7Nh1tXMWON"" shows a 3♣, 7♦.",2023-05-19T00:53:23.023Z,168445760302300
"""Sobby Saldwin @ bqLVPWQYxE"" calls 22.50",2023-05-19T00:53:22.215Z,168445760221500
"""GTO player @ 7Nh1tXMWON"" bets 22.50",2023-05-19T00:53:03.621Z,168445758362100
"River: 7♣, 4♥, Q♣, 7♥ [9♠]",2023-05-19T00:52:52.084Z,168445757208400
"""Sobby Saldwin @ bqLVPWQYxE"" calls 9.00",2023-05-19T00:52:51.227Z,168445757122700
"""GTO player @ 7Nh1tXMWON"" bets 9.00",2023-05-19T00:52:49.485Z,168445756948500
"Turn: 7♣, 4♥, Q♣ [7♥]",2023-05-19T00:52:46.368Z,168445756636800
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:52:45.548Z,168445756554800
"""OSig @ mX91O12t5W"" folds",2023-05-19T00:52:44.300Z,168445756430000
"""Sobby Saldwin @ bqLVPWQYxE"" calls 4.00",2023-05-19T00:52:42.454Z,168445756245400
"""GTO player @ 7Nh1tXMWON"" bets 4.00",2023-05-19T00:52:39.984Z,168445755998400
"""Jlo @ -GMsszLRBS"" checks",2023-05-19T00:52:37.840Z,168445755784000
"""OSig @ mX91O12t5W"" checks",2023-05-19T00:52:36.589Z,168445755658900
"Flop:  [7♣, 4♥, Q♣]",2023-05-19T00:52:33.456Z,168445755345600
"""Jlo @ -GMsszLRBS"" checks",2023-05-19T00:52:32.605Z,168445755260500
"""OSig @ mX91O12t5W"" calls 1.00",2023-05-19T00:52:30.152Z,168445755015200
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:52:28.774Z,168445754877400
"""Sobby Saldwin @ bqLVPWQYxE"" calls 1.00",2023-05-19T00:52:27.413Z,168445754741300
"""GTO player @ 7Nh1tXMWON"" calls 1.00",2023-05-19T00:52:12.963Z,168445753296300
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:52:11.841Z,168445753184100
"""Jlo @ -GMsszLRBS"" posts a big blind of 1.00",2023-05-19T00:52:06.692Z,168445752669209
"""OSig @ mX91O12t5W"" posts a small blind of 0.50",2023-05-19T00:52:06.692Z,168445752669208
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (130.53) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (247.30) | #3 ""Glowcow @ 4kh9Z7S8kH"" (104.20) | #4 ""OSig @ mX91O12t5W"" (102.71) | #5 ""Jlo @ -GMsszLRBS"" (155.00) | #8 ""alamyyyyyy @ a95G_9tGEu"" (27.62)",2023-05-19T00:52:06.692Z,168445752669201
"-- starting hand #56 (id: gqoz5wqanrbk)  (No Limit Texas Hold'em) (dealer: ""Glowcow @ 4kh9Z7S8kH"") --",2023-05-19T00:52:06.692Z,168445752669200
"""Jlo @ -GMsszLRBS"" shows a 5♣, 7♦.",2023-05-19T00:52:01.550Z,168445752155000
"-- ending hand #55 --",2023-05-19T00:52:00.076Z,168445752007603
"""Sobby Saldwin @ bqLVPWQYxE"" shows a A♥, A♣.",2023-05-19T00:52:00.076Z,168445752007602
"""Glowcow @ 4kh9Z7S8kH"" collected 42.00 from pot with Two Pair, Q's & 6's (combination: Q♦, Q♥, 6♦, 6♠, 8♠)",2023-05-19T00:52:00.076Z,168445752007601
"""Glowcow @ 4kh9Z7S8kH"" shows a 6♦, Q♦.",2023-05-19T00:52:00.076Z,168445752007600
"""Glowcow @ 4kh9Z7S8kH"" calls 9.00",2023-05-19T00:51:59.151Z,168445751915100
"""Sobby Saldwin @ bqLVPWQYxE"" bets 9.00",2023-05-19T00:51:58.049Z,168445751804900
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:51:50.673Z,168445751067300
"River: 2♣, 4♥, 6♠, Q♥ [8♠]",2023-05-19T00:51:47.663Z,168445750766300
"""Sobby Saldwin @ bqLVPWQYxE"" calls 6.00",2023-05-19T00:51:46.764Z,168445750676400
"""Glowcow @ 4kh9Z7S8kH"" raises to 6.00",2023-05-19T00:51:44.282Z,168445750428200
"""Sobby Saldwin @ bqLVPWQYxE"" bets 3.00",2023-05-19T00:51:36.942Z,168445749694200
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:51:32.396Z,168445749239600
"Turn: 2♣, 4♥, 6♠ [Q♥]",2023-05-19T00:51:29.825Z,168445748982500
"""Glowcow @ 4kh9Z7S8kH"" calls 2.00",2023-05-19T00:51:28.956Z,168445748895600
"""Sobby Saldwin @ bqLVPWQYxE"" bets 2.00",2023-05-19T00:51:27.303Z,168445748730300
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:51:16.090Z,168445747609000
"Flop:  [2♣, 4♥, 6♠]",2023-05-19T00:51:13.400Z,168445747340000
"""OSig @ mX91O12t5W"" folds",2023-05-19T00:51:12.564Z,168445747256400
"""Glowcow @ 4kh9Z7S8kH"" calls 3.50",2023-05-19T00:51:08.491Z,168445746849100
"""Sobby Saldwin @ bqLVPWQYxE"" raises to 3.50",2023-05-19T00:51:07.092Z,168445746709200
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T00:51:01.270Z,168445746127000
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:51:00.356Z,168445746035600
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:50:59.370Z,168445745937000
"""OSig @ mX91O12t5W"" posts a big blind of 1.00",2023-05-19T00:50:57.830Z,168445745783009
"""Glowcow @ 4kh9Z7S8kH"" posts a small blind of 0.50",2023-05-19T00:50:57.830Z,168445745783008
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (130.53) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (267.80) | #3 ""Glowcow @ 4kh9Z7S8kH"" (82.70) | #4 ""OSig @ mX91O12t5W"" (103.71) | #5 ""Jlo @ -GMsszLRBS"" (155.00) | #8 ""alamyyyyyy @ a95G_9tGEu"" (27.62)",2023-05-19T00:50:57.830Z,168445745783001
"-- starting hand #55 (id: luvdkt9tl58f)  (No Limit Texas Hold'em) (dealer: ""Sobby Saldwin @ bqLVPWQYxE"") --",2023-05-19T00:50:57.830Z,168445745783000
"""GTO player @ 7Nh1tXMWON"" shows a 7♠, A♠.",2023-05-19T00:50:52.851Z,168445745285100
"""OSig @ mX91O12t5W"" shows a A♦, A♣.",2023-05-19T00:50:51.434Z,168445745143400
"-- ending hand #54 --",2023-05-19T00:50:50.473Z,168445745047302
"""OSig @ mX91O12t5W"" collected 65.60 from pot",2023-05-19T00:50:50.473Z,168445745047301
"Uncalled bet of 38.11 returned to ""OSig @ mX91O12t5W""",2023-05-19T00:50:50.473Z,168445745047300
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T00:50:49.638Z,168445744963800
"""OSig @ mX91O12t5W"" bets 38.11 and go all in",2023-05-19T00:50:41.855Z,168445744185500
"Turn: 8♠, 4♦, 4♣ [Q♣]",2023-05-19T00:50:35.600Z,168445743560000
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:50:34.727Z,168445743472700
"""OSig @ mX91O12t5W"" checks",2023-05-19T00:50:32.375Z,168445743237500
"Flop:  [8♠, 4♦, 4♣]",2023-05-19T00:50:27.395Z,168445742739500
